"experimentname","subject","condition","session","phase","runningtrial","trial","statement","set","status","repeated_phase2","repeated_phase3","irating","irating.rt","trating","trating.rt","filter"
"TE_Experiment1",12,4,1,1,"JudgmentsP1",53,"Ein neugeborenes Panda-Baby ist kleiner als eine Maus.","SetA","True","No","Yes",6,1424,2,954,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",54,"Albert Einstein heiratete seine Cousine.","SetB","True","Yes","No",6,1300,5,976,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",55,"Laut EU-Vorschrift darf ein iPod die Lautstärke von 80 Dezibel nicht  überschreiten. ","SetB","False","Yes","No",4,1058,4,841,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",56,"Lachse können bis zu 20 Jahre alt werden. ","SetB","False","Yes","No",5,999,4,863,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",57,"Ein menschliches Haar wächst jährlich ca. 85 mm.","SetB","True","Yes","No",6,1152,5,3970,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",58,"Sumatra ist die viertgrößte Insel der Welt. ","SetB","False","Yes","No",5,2134,3,944,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",59,"Kaiser Konstantin IV wurde auf Befehl seiner eigenen Mutter ermordet.","SetB","True","Yes","No",4,1057,4,1306,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",60,"Der Durchmesser des Wurfkreises beim Diskuswerfens beträgt 2,5 m.","SetA","True","No","Yes",3,1096,3,638,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",61,"Der Pavane ist ein spanisch-italienischer Volkstanz aus dem 16. Jahrhundert.","SetA","True","No","Yes",2,1633,4,661,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",62,"Unter den Bären legt der Braunbär die größten Entfernungen zurück.","SetA","False","No","Yes",5,919,4,593,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",63,"Der Kilt stammt ursprünglich aus Irland, nicht aus Schottland.","SetA","False","No","Yes",6,1645,5,938,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",64,"Den Haag ist der offizielle Verwaltungssitz der Niederlande. ","SetB","True","Yes","No",5,844,5,856,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",65,"Schären sind Talgletscher in Skandinavien.","SetB","False","Yes","No",3,816,4,927,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",66,"Seepferdchen gehören zur Gattung der Fische.","SetA","True","No","Yes",6,1046,5,845,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",67,"Der Allradantrieb wurde 1938 in England erfunden.","SetB","False","Yes","No",6,1533,4,1257,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",68,"Der Javagraben ist die tiefste Meerestiefe der Welt.","SetB","False","Yes","No",1,866,3,1642,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",69,"Markus Merk wurde Weltschiedsrichter des Jahres 2006.","SetB","False","Yes","No",4,1035,5,1082,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",70,"Morpheus ist der griechische Gott der Träume.","SetA","True","No","Yes",6,747,4,1475,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",71,"Laut WHO sind Krebserkrankungen die häufigste Todesursache.  ","SetA","False","No","Yes",6,2269,3,1956,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",72,"Das hawaiianische Alphabet besteht aus nur 12 Buchstaben.","SetB","True","Yes","No",6,637,4,956,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",73,"Tuberkulose wird durch Viren übertragen.","SetB","False","Yes","No",6,1705,6,840,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",74,"Die Norfolkinseln im Pazifik gehören zu Neuseeland. ","SetA","False","No","Yes",2,889,5,920,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",75,"Der Bereich zwischen den Augenbrauen heißt Glabella.","SetA","True","No","Yes",4,845,4,863,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",76,"1 Meter entspricht dem fünfzigmillionsten Teil des Erdumfangs.","SetA","False","No","Yes",5,1087,4,624,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",77,"Minerva ist die römische Göttin der Weisheit.","SetA","True","No","Yes",5,976,5,906,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",78,"Freddie Mercurys richtiger Name lautete Farrokh Bulsara.","SetA","True","No","Yes",2,1225,5,1686,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",79,"Der Name BenQ steht für Bringing Enjoyment and Quality to Life.","SetA","True","No","Yes",3,1060,4,1262,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",80,"Das meiste Gold wird derzeit in Südafrika gefördert.","SetA","True","No","Yes",2,1264,4,906,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",81,"Auf jedem Kontinent gibt es eine Stadt die Rom heißt.","SetB","True","Yes","No",1,1141,3,1632,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",82,"Die Farbe von Hühnereiern kann man anhand der Farbe der Ohrenscheiben des Huhns voraussagen.","SetB","True","Yes","No",1,919,1,1291,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",83,"Die in Südamerika beheimatete Kammspinne zählt zu den drei giftigsten Spinnenarten der Welt.","SetB","True","Yes","No",5,2278,2,849,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",84,"Die Stilrichtung des Impressionismus entwickelte sich in Spanien. ","SetA","False","No","Yes",3,736,3,967,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",85,"Die Hälfte der Bürger Albaniens ist jünger als 30 Jahre.","SetB","False","Yes","No",4,671,3,966,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",86,"Ein Dingo kann länger ohne Wasser leben als ein Kamel.","SetA","False","No","Yes",2,768,5,1399,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",87,"Eine der ersten deutschen Internetsuchmaschinen hieß ""Alcazar"".","SetA","False","No","Yes",4,939,4,1443,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",88,"Der erste Bordcomputer für Autos wurde in Amerika entwickelt. ","SetA","False","No","Yes",3,1031,4,905,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",89,"Erdbeeren enthalten mehr Vitamin C als Orangen.","SetB","True","Yes","No",5,742,5,1031,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",90,"Tennis wurde in englischen Klöstern erfunden. ","SetB","False","Yes","No",2,949,3,1342,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",91,"Seoul bedeutet auf koreanisch ""Die Hauptstadt"".","SetB","True","Yes","No",2,1518,3,965,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",92,"Das Jojo war ursprünglich eine philippinische Jagdwaffe.","SetA","True","No","Yes",6,902,3,1184,NA
"TE_Experiment1",12,4,1,1,"JudgmentsP1",93,"Schwebfliegen sind die einzigen Insekten die rückwärts fliegen können.","SetB","False","Yes","No",5,592,4,759,NA
"TE_Experiment1",12,4,1,NA,"Buffer",94,"Indigoblau ist der älteste bekannte pflanzliche Farbstoff.","Buffer",NA,NA,NA,5,1134,5,784,NA
"TE_Experiment1",12,4,1,NA,"Buffer",95,"Die weibliche Kammratte hat ihre Brustwarzen am Rücken.","Buffer",NA,NA,NA,2,784,3,1412,NA
"TE_Experiment1",12,4,1,NA,"Buffer",96,"Menschen und Affen sind die einzigen Lebewesen, die weinen. ","Buffer",NA,NA,NA,3,1044,5,1055,NA
"TE_Experiment1",12,4,1,NA,"Buffer",97,"Babys werden ohne Gaumenbein geboren.","Buffer",NA,NA,NA,5,2055,3,1247,NA
"TE_Experiment1",12,4,1,NA,"Buffer",98,"Siemens meldete 2004 in Deutschland die meisten Patente an.","Buffer",NA,NA,NA,5,866,4,1108,NA
"TE_Experiment1",12,4,1,2,"JudgmentsP2",702,"Gisèle Bündchen hat einen Zwillingsbruder.","SetD","False","No",NA,NA,NA,3,2115,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",703,"Spanien schaffte als letztes aller EU-Länder 1996 die Todesstrafe ab.","SetD","False","No",NA,NA,NA,4,1738,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",704,"Die frühesten Vorläufer des Sudoku waren die lateinischen Quadrate des Mathematikers Leonhard Euler.","SetD","True","No",NA,NA,NA,4,943,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",705,"Schären sind Talgletscher in Skandinavien.","SetB","False","Yes",NA,NA,NA,3,1447,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",706,"Die Wüste Gobi ist eine Felswüste.","SetD","False","No",NA,NA,NA,5,650,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",707,"Sauberer Schnee schmilzt schneller als schmutziger Schnee.","SetD","False","No",NA,NA,NA,3,1592,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",708,"Henry Maske wurde Weltmeister im Cruisergewicht. ","SetD","False","No",NA,NA,NA,3,1511,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",709,"Der heißeste Ort im jährlichen Mittel ist Duri in Somalia mit 34,4° Celsius.","SetD","False","No",NA,NA,NA,4,1687,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",710,"Nauru ist die kleinste souveräne Republik der Erde.","SetD","True","No",NA,NA,NA,2,1753,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",711,"Ende 2003 waren in Deutschland 15 Atomkraftwerke am Netz. ","SetB","False","Yes",NA,NA,NA,5,1176,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",712,"Der Philosoph Platon war einer der besten Speerwerfer seiner Zeit.","SetD","False","No",NA,NA,NA,4,869,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",713,"Kaiser Konstantin IV wurde auf Befehl seiner eigenen Mutter ermordet.","SetB","True","Yes",NA,NA,NA,3,2526,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",714,"Eine wirkungsvolle Art eine Kakerlake zu töten ist ihr den Kopf abzutrennen.","SetD","False","No",NA,NA,NA,5,1263,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",715,"Tuberkulose wird durch Viren übertragen.","SetB","False","Yes",NA,NA,NA,6,895,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",716,"Bei einer HIV-Infizierung sind die weißen Blutkörperchen von dem Virus befallen.","SetD","True","No",NA,NA,NA,5,589,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",717,"Die in Südamerika beheimatete Kammspinne zählt zu den drei giftigsten Spinnenarten der Welt.","SetB","True","Yes",NA,NA,NA,2,829,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",718,"Markus Merk wurde Weltschiedsrichter des Jahres 2006.","SetB","False","Yes",NA,NA,NA,3,670,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",719,"Tony Blair und Rowan Atkinson gingen auf die gleiche Schule.","SetD","True","No",NA,NA,NA,3,1326,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",720,"Es gibt drei amerikanische Städte, die ""Santa Claus"" heißen.","SetB","True","Yes",NA,NA,NA,4,2257,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",721,"Ein Schwan trägt ca. 50.000 Federn am Körper.","SetB","False","Yes",NA,NA,NA,5,1140,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",722,"Die Gruppe Tokio Hotel hieß früher ""Devilish"".","SetD","True","No",NA,NA,NA,3,850,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",723,"Ein menschliches Haar wächst jährlich ca. 85 mm.","SetB","True","Yes",NA,NA,NA,5,712,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",724,"Ein Systemabsturz eines Mac-Rechners wird durch ein Warndreieck angezeigt.","SetD","False","No",NA,NA,NA,4,752,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",725,"Schwebfliegen sind die einzigen Insekten die rückwärts fliegen können.","SetB","False","Yes",NA,NA,NA,4,617,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",726,"Dreifarbige Katzen sind fast immer weiblich.","SetB","True","Yes",NA,NA,NA,2,782,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",727,"Der Javagraben ist die tiefste Meerestiefe der Welt.","SetB","False","Yes",NA,NA,NA,3,726,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",728,"Mitgliedern der Nazi-SS wurde ihre Blutgruppe in die Achselhöhle tätowiert.","SetB","True","Yes",NA,NA,NA,3,929,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",729,"Die Schweden führten als erste Kartons anstelle von Milchflaschen ein.","SetB","True","Yes",NA,NA,NA,2,1991,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",730,"Die Luftröhre eines Menschen ist durchschnittlich 24 cm lang. ","SetB","False","Yes",NA,NA,NA,5,750,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",731,"Sambia hieß früher Nordrhodesien.","SetD","True","No",NA,NA,NA,4,934,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",732,"Der griechische Gott Apollon ist der Schutzherr der Küste.","SetD","True","No",NA,NA,NA,4,804,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",733,"11,9% der Erdoberfläche liegen 1000 Meter über dem Meeresspiegel. ","SetD","False","No",NA,NA,NA,4,983,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",734,"Richard Gere und Cindy Crawford ließen sich in Mexiko trauen.","SetB","False","Yes",NA,NA,NA,3,871,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",735,"Die Torstangen im Eishockey sind rot.","SetD","True","No",NA,NA,NA,2,831,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",736,"Das hawaiianische Alphabet besteht aus nur 12 Buchstaben.","SetB","True","Yes",NA,NA,NA,2,759,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",737,"Der Biss der großen Blauringkrake führt innerhalb weniger Minuten zum Tod.","SetD","True","No",NA,NA,NA,5,1522,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",738,"Den Haag ist der offizielle Verwaltungssitz der Niederlande. ","SetB","True","Yes",NA,NA,NA,4,829,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",739,"Tiger haben nicht nur gestreiftes Fell, sondern auch gestreifte Haut.","SetB","True","Yes",NA,NA,NA,3,589,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",740,"Albert Einstein heiratete seine Cousine.","SetB","True","Yes",NA,NA,NA,5,878,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",741,"Ein Menschenfloh kann 20cm hoch springen.","SetB","True","Yes",NA,NA,NA,4,753,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",742,"Das erste Taschenbuch der Geschichte war Goethes ""Faust"".","SetD","True","No",NA,NA,NA,3,1264,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",743,"Ein frei neben der Kirche stehender Glockenturm wird Kemenate genannt.","SetD","False","No",NA,NA,NA,5,800,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",744,"Das Gehäuse des ersten Apple Computers bestand aus Aluminium.","SetD","False","No",NA,NA,NA,5,987,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",745,"Die Zielscheibe beim Gewehrschießen ist in 9 Kreise aufgeteilt.","SetD","True","No",NA,NA,NA,4,908,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",746,"Erdbeeren enthalten mehr Vitamin C als Orangen.","SetB","True","Yes",NA,NA,NA,4,748,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",747,"Das Zwerghörnchen ist das kleinste Säugetier Europas.","SetB","False","Yes",NA,NA,NA,3,644,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",748,"Der Segozero in Russland ist der größte See Europas.","SetD","False","No",NA,NA,NA,5,1240,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",749,"Die Maßeinheit für die Größe von Knöpfen heißt ""Linie"".","SetD","True","No",NA,NA,NA,4,817,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",750,"Das Lieblingsgetränk von Benedikt XVI. ist Fanta.","SetB","True","Yes",NA,NA,NA,3,487,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",751,"Eine Stubenfliege hat eine maximale Lebensdauer von 70 Tagen.","SetB","True","Yes",NA,NA,NA,4,538,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",752,"Mongolen geben Salz statt Zucker in ihren Tee.","SetD","True","No",NA,NA,NA,2,1192,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",753,"Tom Cruise ist Legastheniker.","SetD","True","No",NA,NA,NA,4,841,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",754,"Tennis wurde in englischen Klöstern erfunden. ","SetB","False","Yes",NA,NA,NA,3,636,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",755,"In Uganda ist die Amtssprache Englisch.","SetB","True","Yes",NA,NA,NA,3,670,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",756,"Der Null-Meridian läuft durch den Londoner Stadtteil Kingston.","SetD","False","No",NA,NA,NA,5,3327,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",757,"Lachse können bis zu 20 Jahre alt werden. ","SetB","False","Yes",NA,NA,NA,3,728,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",758,"Das Capybara ist das größte aller Beuteltiere.","SetD","False","No",NA,NA,NA,4,714,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",759,"Julius Cäsar und Alexander der Große litten beide unter Epilepsie.","SetD","True","No",NA,NA,NA,2,947,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",760,"Die Nachtwache ist das berühmteste Bild von Rembrandt.","SetD","True","No",NA,NA,NA,4,995,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",761,"Disneyworld ist größer als die zehn kleinsten Länder der Erde.","SetD","False","No",NA,NA,NA,5,1227,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",762,"Die Erde wird in 340 Längenkreise unterteilt.","SetD","True","No",NA,NA,NA,5,1403,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",763,"In Angola ist Spanisch die offizielle Amtssprache.","SetD","False","No",NA,NA,NA,5,694,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",764,"Von allen Staaten hat Singapur die höchste Einwohnerdichte.","SetD","False","No",NA,NA,NA,5,1060,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",765,"Der Allradantrieb wurde 1938 in England erfunden.","SetB","False","Yes",NA,NA,NA,5,864,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",766,"Alexander Graham Bell erfand das Tragflügelboot.","SetB","True","Yes",NA,NA,NA,3,801,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",767,"Sumatra ist die viertgrößte Insel der Welt. ","SetB","False","Yes",NA,NA,NA,4,636,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",768,"Die Farbe von Hühnereiern kann man anhand der Farbe der Ohrenscheiben des Huhns voraussagen.","SetB","True","Yes",NA,NA,NA,2,783,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",769,"Die Luftpumpe ist eine französische Erfindung.","SetD","False","No",NA,NA,NA,5,751,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",770,"Bei Männern heißt übermäßiger Geschlechtstrieb nicht Nymphomanie sondern Satyriasis.","SetD","True","No",NA,NA,NA,4,1000,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",771,"Die Hälfte der Bürger Albaniens ist jünger als 30 Jahre.","SetB","False","Yes",NA,NA,NA,3,827,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",772,"Der Friedensvertrag, der den Deutsch-Französischen Krieg beendete, wurde in Frankfurt am Main geschlossen.","SetD","True","No",NA,NA,NA,5,2186,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",773,"Balsaholz ist die schwerste aller Holzarten.","SetB","False","Yes",NA,NA,NA,4,841,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",774,"Otto Rehhagel wurde 2004 als ""Grieche des Jahres"" ausgezeichnet.","SetD","True","No",NA,NA,NA,3,1204,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",775,"Das einzige Bild, das Van Gogh zu seinen Lebzeiten verkaufte, war ""Der rote Weinberg"".","SetB","True","Yes",NA,NA,NA,3,607,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",776,"Der größte Riesenmammutbaum der Welt heißt ""King Arthur"".","SetD","False","No",NA,NA,NA,3,1026,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",777,"Die italienische Flagge wurde von Giuseppe Garibaldi entworfen.","SetB","False","Yes",NA,NA,NA,4,1139,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",778,"Das Osterfest fällt immer auf den ersten Sonntag nach Neumond nach dem 21. März.","SetD","False","No",NA,NA,NA,4,3520,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",779,"Laut EU-Vorschrift darf ein iPod die Lautstärke von 80 Dezibel nicht  überschreiten. ","SetB","False","Yes",NA,NA,NA,4,1681,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",780,"Kendo ist eine aus Japan stammende waffenlose Kampfsportart.","SetB","False","Yes",NA,NA,NA,5,627,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",781,"König Karl IV von Frankreich wurde auch ""Karl der Böse"" genannt.","SetD","False","No",NA,NA,NA,4,955,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",782,"Volleyball wurde in Florida erfunden.","SetB","False","Yes",NA,NA,NA,5,755,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",783,"Die Gebrüder Montgolfier entwarfen den ersten Fallschirm.","SetB","False","Yes",NA,NA,NA,1,1319,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",784,"In Ecuador liegt die höchstgelegene Millionenstadt der Welt.","SetD","True","No",NA,NA,NA,4,808,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",785,"Jürgen Klinsmann erhielt bei Bayern München den Spitznamen ""Flipper"".","SetB","True","Yes",NA,NA,NA,2,1086,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",786,"Seoul bedeutet auf koreanisch ""Die Hauptstadt"".","SetB","True","Yes",NA,NA,NA,4,1169,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",787,"Auf jedem Kontinent gibt es eine Stadt die Rom heißt.","SetB","True","Yes",NA,NA,NA,2,742,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",788,"Die Tanne ist der Nadelbaum mit den längsten Nadeln.","SetB","False","Yes",NA,NA,NA,4,799,"selected"
"TE_Experiment1",12,4,1,2,"JudgmentsP2",789,"Die alten Perser kelterten den ersten Wein.","SetD","True","No",NA,NA,NA,4,698,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",1,"Weibliche Frettchen können an Östrogenvergiftung sterben, wenn sie läufig sind und nicht gedeckt werden.","SetA","True",NA,"Yes",NA,NA,4,1477,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",2,"Pamela Anderson ist kanadische Staatsbürgerin.","SetC","True",NA,"No",NA,NA,5,903,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",3,"Das Domino-Spiel besteht aus 28 Steinen.","SetA","True",NA,"Yes",NA,NA,4,1312,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",4,"Spanholz besteht hauptsächlich aus Birkenholz.","SetC","True",NA,"No",NA,NA,2,855,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",5,"Der einstige UNO-Generalsekretär Kofi Annan kommt aus Nigeria.","SetC","False",NA,"No",NA,NA,4,1613,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",6,"In Griechenland gilt nicht Freitag der 13., sondern Mittwoch der 13. als Unglückstag.","SetC","False",NA,"No",NA,NA,5,1338,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",7,"Ibo ist wie Esperanto eine künstliche Welthilfssprache.","SetA","False",NA,"Yes",NA,NA,2,887,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",8,"Der weiße Hai hat keine natürlichen Feinde.","SetC","True",NA,"No",NA,NA,5,1682,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",9,"Der Kilt stammt ursprünglich aus Irland, nicht aus Schottland.","SetA","False",NA,"Yes",NA,NA,5,700,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",10,"Der erste Bordcomputer für Autos wurde in Amerika entwickelt. ","SetA","False",NA,"Yes",NA,NA,4,962,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",11,"Kleinohrigel haben keine Stacheln.","SetC","False",NA,"No",NA,NA,3,2565,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",12,"Jassir Arafat kämpfte im Sueskrieg für die ägyptische Armee.","SetC","True",NA,"No",NA,NA,5,1294,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",13,"Bolivien ist der kleinste Binnenstaat Südamerikas. ","SetA","False",NA,"Yes",NA,NA,5,771,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",14,"John Wayne hieß in Wirklichkeit Jonathan Walter Miller.","SetC","False",NA,"No",NA,NA,4,745,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",15,"Das indische Tadsch Mahal wurde aus Basalt-Stein erbaut.","SetA","False",NA,"Yes",NA,NA,5,1026,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",16,"Kanada hat die längste Küste von allen Staaten der Erde.","SetA","True",NA,"Yes",NA,NA,6,1394,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",17,"Jean-Jaques Rousseau war alleinerziehender Vater.","SetC","False",NA,"No",NA,NA,4,1018,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",18,"Manama ist die Hauptstadt Bahrains.","SetA","True",NA,"Yes",NA,NA,4,758,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",19,"Der erste Sinn, der im Alter nachlässt, ist das Gehör.","SetC","False",NA,"No",NA,NA,5,713,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",20,"Der Durchmesser des Wurfkreises beim Diskuswerfens beträgt 2,5 m.","SetA","True",NA,"Yes",NA,NA,5,1178,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",21,"Sheryl Crow war Hürdenläuferin.","SetA","True",NA,"Yes",NA,NA,4,943,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",22,"Blaue Augen werden im Alter immer heller.","SetC","True",NA,"No",NA,NA,2,631,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",23,"Ein Dingo kann länger ohne Wasser leben als ein Kamel.","SetA","False",NA,"Yes",NA,NA,3,680,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",24,"In Bolivien liegt der höchstgelegene Regierungssitz der Welt.","SetA","True",NA,"Yes",NA,NA,4,794,"selected"
"TE_Experiment1",12,4,2,3,"JudgmentsP3",25,"Kamele sind über kurze Distanzen schneller als ein Rennpferd.","SetC","False",NA,"No",NA,NA,5,2228,"selected"
